Year.ID.ForecastYear.Quarter,YEAR FORECAST MADE,YEAR BEING FORECAST,QUARTER,FORECASTER ID,INDUSTRY,BIN 1,BIN 2,BIN 3,BIN 4,BIN 5,BIN 6,BIN 7,BIN 8,BIN 9,BIN 10,INDICATOR,TDIST
2016-568-2014-2,2014,2016,2,568,2.0,0.0,0.0,0.0,10.0,10.0,20.0,25.0,25.0,10.0,0.0,Unemployment,2.5
2016-569-2014-2,2014,2016,2,569,1.0,,,,,,,,,,,Unemployment,2.5
2016-570-2014-2,2014,2016,2,570,2.0,0.0,0.0,2.0,4.0,12.0,22.0,26.0,20.0,13.0,1.0,Unemployment,2.5
2016-572-2014-2,2014,2016,2,572,1.0,0.0,0.0,0.0,2.0,10.0,30.0,35.0,20.0,3.0,0.0,Unemployment,2.5
2016-574-2014-2,2014,2016,2,574,2.0,0.0,1.0,2.0,4.0,8.0,16.0,24.0,35.0,10.0,0.0,Unemployment,2.5
2016-576-2014-2,2014,2016,2,576,2.0,0.0,1.0,2.0,7.0,15.0,22.0,23.0,17.0,12.0,1.0,Unemployment,2.5
2016-577-2014-2,2014,2016,2,577,2.0,,,,,,,,,,,Unemployment,2.5
2016-578-2014-2,2014,2016,2,578,2.0,0.0,0.0,0.0,0.0,10.0,20.0,30.0,30.0,10.0,0.0,Unemployment,2.5
2016-579-2014-2,2014,2016,2,579,1.0,,,,,,,,,,,Unemployment,2.5
2016-411-2014-3,2014,2016,3,411,2.0,,,,,,,,,,,Unemployment,2.25
2016-420-2014-3,2014,2016,3,420,2.0,,,,,,,,,,,Unemployment,2.25
2016-421-2014-3,2014,2016,3,421,2.0,0.0,0.0,0.0,5.0,10.0,15.0,25.0,25.0,20.0,0.0,Unemployment,2.25
2016-422-2014-3,2014,2016,3,422,1.0,,,,,,,,,,,Unemployment,2.25
2016-426-2014-3,2014,2016,3,426,2.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,25.0,10.0,0.0,Unemployment,2.25
2016-428-2014-3,2014,2016,3,428,2.0,5.0,5.0,5.0,5.0,5.0,5.0,60.0,10.0,0.0,0.0,Unemployment,2.25
2016-433-2014-3,2014,2016,3,433,2.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,15.0,0.0,0.0,Unemployment,2.25
2016-446-2014-3,2014,2016,3,446,2.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,40.0,15.0,3.0,Unemployment,2.25
2016-463-2014-3,2014,2016,3,463,2.0,0.0,1.0,2.0,3.0,5.0,9.0,28.0,40.0,10.0,2.0,Unemployment,2.25
2016-484-2014-3,2014,2016,3,484,2.0,0.0,0.0,1.0,10.0,30.0,33.0,22.0,3.0,1.0,0.0,Unemployment,2.25
2016-504-2014-3,2014,2016,3,504,1.0,0.0,0.0,0.0,5.0,15.0,15.0,30.0,25.0,10.0,0.0,Unemployment,2.25
2016-506-2014-3,2014,2016,3,506,2.0,0.0,0.0,0.0,0.0,10.0,15.0,35.0,35.0,5.0,0.0,Unemployment,2.25
2016-507-2014-3,2014,2016,3,507,3.0,0.0,0.0,0.0,0.0,3.0,15.0,44.0,38.0,0.0,0.0,Unemployment,2.25
2016-508-2014-3,2014,2016,3,508,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,Unemployment,2.25
2016-510-2014-3,2014,2016,3,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,Unemployment,2.25
2016-512-2014-3,2014,2016,3,512,2.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,Unemployment,2.25
2016-518-2014-3,2014,2016,3,518,2.0,0.0,0.0,0.0,0.0,10.0,10.0,70.0,10.0,0.0,0.0,Unemployment,2.25
2016-520-2014-3,2014,2016,3,520,2.0,,,,,,,,,,,Unemployment,2.25
2016-524-2014-3,2014,2016,3,524,2.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,10.0,10.0,0.0,Unemployment,2.25
2016-526-2014-3,2014,2016,3,526,2.0,,,,,,,,,,,Unemployment,2.25
2016-527-2014-3,2014,2016,3,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,0.0,Unemployment,2.25
2016-532-2014-3,2014,2016,3,532,2.0,,,,,,,,,,,Unemployment,2.25
2016-535-2014-3,2014,2016,3,535,1.0,0.0,0.0,0.0,0.0,5.0,10.0,35.0,45.0,5.0,0.0,Unemployment,2.25
2016-542-2014-3,2014,2016,3,542,1.0,,,,,,,,,,,Unemployment,2.25
2016-546-2014-3,2014,2016,3,546,1.0,0.0,0.0,0.0,2.0,5.0,15.0,40.0,30.0,6.0,2.0,Unemployment,2.25
2016-548-2014-3,2014,2016,3,548,2.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.0,Unemployment,2.25
2016-549-2014-3,2014,2016,3,549,1.0,,,,,,,,,,,Unemployment,2.25
2016-553-2014-3,2014,2016,3,553,2.0,0.0,0.0,0.0,0.0,0.5,10.0,55.0,24.0,10.0,0.5,Unemployment,2.25
2016-555-2014-3,2014,2016,3,555,1.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,Unemployment,2.25
2016-556-2014-3,2014,2016,3,556,1.0,0.0,0.0,2.5,7.5,12.5,17.5,20.0,20.0,12.5,7.5,Unemployment,2.25
2016-557-2014-3,2014,2016,3,557,1.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,35.0,0.0,0.0,Unemployment,2.25
2016-559-2014-3,2014,2016,3,559,1.0,0.0,0.0,0.0,0.0,5.0,15.0,25.0,30.0,20.0,5.0,Unemployment,2.25
2016-563-2014-3,2014,2016,3,563,2.0,0.44,4.08,7.52,13.44,23.68,21.88,15.6,8.88,3.92,0.56,Unemployment,2.25
2016-568-2014-3,2014,2016,3,568,2.0,,,,,,,,,,,Unemployment,2.25
2016-569-2014-3,2014,2016,3,569,1.0,,,,,,,,,,,Unemployment,2.25
2016-570-2014-3,2014,2016,3,570,2.0,0.0,0.0,0.0,1.0,4.0,10.0,20.0,26.0,34.0,5.0,Unemployment,2.25
2016-572-2014-3,2014,2016,3,572,1.0,0.0,0.0,0.0,2.0,7.0,20.0,30.0,35.0,6.0,0.0,Unemployment,2.25
2016-574-2014-3,2014,2016,3,574,2.0,0.0,1.0,2.0,4.0,6.0,10.0,30.0,35.0,12.0,0.0,Unemployment,2.25
2016-575-2014-3,2014,2016,3,575,2.0,0.2,0.5,3.5,5.7,12.2,36.1,35.1,5.8,0.6,0.3,Unemployment,2.25
2016-577-2014-3,2014,2016,3,577,2.0,,,,,,,,,,,Unemployment,2.25
2016-578-2014-3,2014,2016,3,578,2.0,,,,,,,,,,,Unemployment,2.25
2016-579-2014-3,2014,2016,3,579,1.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,0.0,Unemployment,2.25
2016-580-2014-3,2014,2016,3,580,1.0,,,,,,,,,,,Unemployment,2.25
2016-411-2014-4,2014,2016,4,411,2.0,,,,,,,,,,,Unemployment,2.0
2016-421-2014-4,2014,2016,4,421,2.0,0.0,0.0,0.0,0.0,5.0,10.0,25.0,30.0,30.0,0.0,Unemployment,2.0
2016-422-2014-4,2014,2016,4,422,1.0,,,,,,,,,,,Unemployment,2.0
2016-423-2014-4,2014,2016,4,423,2.0,,,,,,,,,,,Unemployment,2.0
2016-426-2014-4,2014,2016,4,426,2.0,0.0,0.0,0.0,0.0,0.0,10.0,55.0,25.0,10.0,0.0,Unemployment,2.0
2016-428-2014-4,2014,2016,4,428,2.0,4.0,5.0,5.0,5.0,6.0,15.0,50.0,10.0,0.0,0.0,Unemployment,2.0
2016-429-2014-4,2014,2016,4,429,2.0,,,,,,,,,,,Unemployment,2.0
2016-433-2014-4,2014,2016,4,433,2.0,0.0,0.0,0.0,0.0,0.0,25.0,60.0,15.0,0.0,0.0,Unemployment,2.0
2016-446-2014-4,2014,2016,4,446,2.0,0.0,0.0,0.0,0.0,0.0,9.0,33.0,40.0,15.0,3.0,Unemployment,2.0
2016-484-2014-4,2014,2016,4,484,2.0,0.0,0.0,1.0,2.0,14.0,31.0,33.0,15.0,3.0,1.0,Unemployment,2.0
2016-504-2014-4,2014,2016,4,504,1.0,0.0,0.0,0.0,0.0,3.0,15.0,40.0,32.0,10.0,0.0,Unemployment,2.0
2016-506-2014-4,2014,2016,4,506,2.0,0.0,0.0,0.0,0.0,5.0,20.0,45.0,30.0,0.0,0.0,Unemployment,2.0
2016-507-2014-4,2014,2016,4,507,3.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,57.0,26.0,2.0,Unemployment,2.0
2016-510-2014-4,2014,2016,4,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,Unemployment,2.0
2016-512-2014-4,2014,2016,4,512,2.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,0.0,0.0,Unemployment,2.0
2016-518-2014-4,2014,2016,4,518,2.0,0.0,0.0,0.0,0.0,0.0,20.0,60.0,20.0,0.0,0.0,Unemployment,2.0
2016-520-2014-4,2014,2016,4,520,2.0,,,,,,,,,,,Unemployment,2.0
2016-524-2014-4,2014,2016,4,524,2.0,0.0,0.0,0.0,0.0,0.0,20.0,50.0,20.0,10.0,0.0,Unemployment,2.0
2016-526-2014-4,2014,2016,4,526,2.0,,,,,,,,,,,Unemployment,2.0
2016-527-2014-4,2014,2016,4,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,Unemployment,2.0
2016-533-2014-4,2014,2016,4,533,1.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,35.0,15.0,0.0,Unemployment,2.0
2016-535-2014-4,2014,2016,4,535,1.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,60.0,10.0,0.0,Unemployment,2.0
2016-542-2014-4,2014,2016,4,542,1.0,,,,,,,,,,,Unemployment,2.0
2016-546-2014-4,2014,2016,4,546,1.0,0.0,0.0,0.0,1.0,6.0,15.0,35.0,35.0,7.0,1.0,Unemployment,2.0
2016-548-2014-4,2014,2016,4,548,2.0,0.0,0.0,0.0,0.0,0.0,5.0,80.0,15.0,0.0,0.0,Unemployment,2.0
2016-549-2014-4,2014,2016,4,549,1.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,45.0,0.0,0.0,Unemployment,2.0
2016-553-2014-4,2014,2016,4,553,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,55.0,24.0,10.0,Unemployment,2.0
2016-555-2014-4,2014,2016,4,555,1.0,0.0,0.0,0.0,0.0,0.0,10.0,40.0,50.0,0.0,0.0,Unemployment,2.0
2016-556-2014-4,2014,2016,4,556,1.0,0.0,0.0,0.0,0.0,7.5,10.0,15.0,25.0,25.0,17.5,Unemployment,2.0
2016-557-2014-4,2014,2016,4,557,1.0,0.0,0.0,0.0,0.0,0.0,5.0,55.0,40.0,0.0,0.0,Unemployment,2.0
2016-559-2014-4,2014,2016,4,559,1.0,0.0,0.0,0.0,2.0,3.0,15.0,25.0,30.0,20.0,5.0,Unemployment,2.0
2016-560-2014-4,2014,2016,4,560,2.0,,,,,,,,,,,Unemployment,2.0
2016-563-2014-4,2014,2016,4,563,2.0,0.0,0.72,2.88,9.92,21.12,29.2,24.44,9.28,2.44,0.0,Unemployment,2.0
2016-568-2014-4,2014,2016,4,568,2.0,0.0,0.0,0.0,0.0,15.0,15.0,30.0,25.0,15.0,0.0,Unemployment,2.0
2016-569-2014-4,2014,2016,4,569,1.0,,,,,,,,,,,Unemployment,2.0
2016-570-2014-4,2014,2016,4,570,2.0,0.0,0.0,0.0,2.0,7.0,16.0,25.0,25.0,23.0,2.0,Unemployment,2.0
2016-572-2014-4,2014,2016,4,572,1.0,0.0,0.0,0.0,1.0,4.0,7.0,24.0,38.0,24.0,2.0,Unemployment,2.0
2016-574-2014-4,2014,2016,4,574,2.0,0.0,0.0,1.0,2.0,7.0,10.0,30.0,40.0,10.0,0.0,Unemployment,2.0
2016-575-2014-4,2014,2016,4,575,2.0,0.2,0.5,3.5,5.7,12.2,36.1,35.1,5.8,0.6,0.3,Unemployment,2.0
2016-577-2014-4,2014,2016,4,577,2.0,,,,,,,,,,,Unemployment,2.0
2016-578-2014-4,2014,2016,4,578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,70.0,10.0,0.0,Unemployment,2.0
2016-579-2014-4,2014,2016,4,579,1.0,0.0,0.0,0.0,0.0,0.0,5.0,40.0,55.0,0.0,0.0,Unemployment,2.0
2017-411-2015-1,2015,2017,1,411,2.0,,,,,,,,,,,Unemployment,2.75
2017-421-2015-1,2015,2017,1,421,2.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,35.0,40.0,5.0,Unemployment,2.75
2017-422-2015-1,2015,2017,1,422,1.0,,,,,,,,,,,Unemployment,2.75
2017-423-2015-1,2015,2017,1,423,2.0,,,,,,,,,,,Unemployment,2.75
2017-426-2015-1,2015,2017,1,426,2.0,,,,,,,,,,,Unemployment,2.75
2017-428-2015-1,2015,2017,1,428,2.0,3.0,4.0,5.0,6.0,7.0,10.0,12.0,15.0,38.0,0.0,Unemployment,2.75
2017-429-2015-1,2015,2017,1,429,2.0,,,,,,,,,,,Unemployment,2.75
2017-433-2015-1,2015,2017,1,433,2.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,65.0,15.0,0.0,Unemployment,2.75
2017-456-2015-1,2015,2017,1,456,1.0,,,,,,,,,,,Unemployment,2.75
2017-504-2015-1,2015,2017,1,504,1.0,0.0,0.0,0.0,0.0,2.0,7.0,35.0,45.0,10.0,1.0,Unemployment,2.75
2017-506-2015-1,2015,2017,1,506,2.0,0.0,0.0,0.0,5.0,10.0,10.0,20.0,30.0,20.0,5.0,Unemployment,2.75
2017-507-2015-1,2015,2017,1,507,3.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,40.0,45.0,6.0,Unemployment,2.75
2017-508-2015-1,2015,2017,1,508,2.0,0.0,0.0,0.0,0.0,0.0,5.0,20.0,40.0,30.0,5.0,Unemployment,2.75
2017-510-2015-1,2015,2017,1,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,Unemployment,2.75
2017-512-2015-1,2015,2017,1,512,2.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,0.0,Unemployment,2.75
2017-518-2015-1,2015,2017,1,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,Unemployment,2.75
2017-520-2015-1,2015,2017,1,520,2.0,,,,,,,,,,,Unemployment,2.75
2017-524-2015-1,2015,2017,1,524,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,50.0,20.0,Unemployment,2.75
2017-527-2015-1,2015,2017,1,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,60.0,0.0,Unemployment,2.75
2017-542-2015-1,2015,2017,1,542,1.0,,,,,,,,,,,Unemployment,2.75
2017-546-2015-1,2015,2017,1,546,1.0,,,,,,,,,,,Unemployment,2.75
2017-548-2015-1,2015,2017,1,548,2.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,20.0,0.0,0.0,Unemployment,2.75
2017-549-2015-1,2015,2017,1,549,1.0,,,,,,,,,,,Unemployment,2.75
2017-553-2015-1,2015,2017,1,553,2.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,55.0,24.0,10.0,Unemployment,2.75
2017-555-2015-1,2015,2017,1,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,90.0,5.0,Unemployment,2.75
2017-556-2015-1,2015,2017,1,556,1.0,0.0,0.0,0.0,2.5,7.5,10.0,15.0,22.5,22.5,20.0,Unemployment,2.75
2017-557-2015-1,2015,2017,1,557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,65.0,15.0,Unemployment,2.75
2017-559-2015-1,2015,2017,1,559,1.0,0.0,0.0,0.0,2.0,5.0,13.0,20.0,30.0,20.0,10.0,Unemployment,2.75
2017-563-2015-1,2015,2017,1,563,2.0,0.56,3.6,5.76,13.28,21.12,22.56,17.56,10.32,4.72,0.52,Unemployment,2.75
2017-568-2015-1,2015,2017,1,568,2.0,0.0,0.0,0.0,5.0,15.0,15.0,20.0,22.0,23.0,0.0,Unemployment,2.75
2017-569-2015-1,2015,2017,1,569,1.0,,,,,,,,,,,Unemployment,2.75
2017-570-2015-1,2015,2017,1,570,2.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,25.0,41.0,9.0,Unemployment,2.75
2017-572-2015-1,2015,2017,1,572,1.0,0.0,0.0,0.0,0.0,1.0,2.0,9.0,37.0,41.0,10.0,Unemployment,2.75
2017-574-2015-1,2015,2017,1,574,2.0,0.0,1.0,3.0,10.0,15.0,15.0,20.0,20.0,15.0,1.0,Unemployment,2.75
2017-575-2015-1,2015,2017,1,575,2.0,0.0,0.6,3.6,3.2,12.5,38.2,36.5,5.0,0.3,0.1,Unemployment,2.75
2017-577-2015-1,2015,2017,1,577,2.0,,,,,,,,,,,Unemployment,2.75
2017-578-2015-1,2015,2017,1,578,2.0,0.0,0.0,0.0,0.0,0.0,5.0,25.0,65.0,5.0,0.0,Unemployment,2.75
2017-579-2015-1,2015,2017,1,579,1.0,,,,,,,,,,,Unemployment,2.75
2017-580-2015-1,2015,2017,1,580,1.0,,,,,,,,,,,Unemployment,2.75
2017-411-2015-2,2015,2017,2,411,2.0,,,,,,,,,,,Unemployment,2.5
2017-422-2015-2,2015,2017,2,422,1.0,,,,,,,,,,,Unemployment,2.5
2017-424-2015-2,2015,2017,2,424,1.0,,,,,,,,,,,Unemployment,2.5
2017-426-2015-2,2015,2017,2,426,2.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,35.0,35.0,10.0,Unemployment,2.5
2017-428-2015-2,2015,2017,2,428,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,22.0,35.0,0.0,Unemployment,2.5
2017-429-2015-2,2015,2017,2,429,2.0,,,,,,,,,,,Unemployment,2.5
2017-433-2015-2,2015,2017,2,433,2.0,0.0,0.0,0.0,0.0,0.0,5.0,15.0,65.0,15.0,0.0,Unemployment,2.5
2017-456-2015-2,2015,2017,2,456,1.0,,,,,,,,,,,Unemployment,2.5
2017-463-2015-2,2015,2017,2,463,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,10.0,Unemployment,2.5
2017-484-2015-2,2015,2017,2,484,2.0,,,,,,,,,,,Unemployment,2.5
2017-504-2015-2,2015,2017,2,504,1.0,0.0,0.0,0.0,0.0,2.0,7.0,25.0,45.0,20.0,1.0,Unemployment,2.5
2017-506-2015-2,2015,2017,2,506,2.0,0.0,0.0,0.0,5.0,10.0,15.0,20.0,25.0,25.0,0.0,Unemployment,2.5
2017-507-2015-2,2015,2017,2,507,3.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,50.0,22.0,0.0,Unemployment,2.5
2017-510-2015-2,2015,2017,2,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,Unemployment,2.5
2017-512-2015-2,2015,2017,2,512,2.0,0.0,0.0,0.0,0.0,0.0,10.0,50.0,40.0,0.0,0.0,Unemployment,2.5
2017-518-2015-2,2015,2017,2,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,Unemployment,2.5
2017-520-2015-2,2015,2017,2,520,2.0,,,,,,,,,,,Unemployment,2.5
2017-523-2015-2,2015,2017,2,523,2.0,1.2512,0.9718,1.6182,2.7026,4.5043,7.5072,12.512,20.8533,20.8533,27.2261,Unemployment,2.5
2017-527-2015-2,2015,2017,2,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,Unemployment,2.5
2017-532-2015-2,2015,2017,2,532,2.0,,,,,,,,,,,Unemployment,2.5
2017-533-2015-2,2015,2017,2,533,1.0,0.0,0.0,0.0,0.0,5.0,10.0,20.0,40.0,20.0,5.0,Unemployment,2.5
2017-535-2015-2,2015,2017,2,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,75.0,10.0,Unemployment,2.5
2017-542-2015-2,2015,2017,2,542,1.0,,,,,,,,,,,Unemployment,2.5
2017-546-2015-2,2015,2017,2,546,1.0,,,,,,,,,,,Unemployment,2.5
2017-548-2015-2,2015,2017,2,548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,Unemployment,2.5
2017-549-2015-2,2015,2017,2,549,1.0,,,,,,,,,,,Unemployment,2.5
2017-555-2015-2,2015,2017,2,555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,60.0,10.0,0.0,Unemployment,2.5
2017-556-2015-2,2015,2017,2,556,1.0,0.0,0.0,0.0,2.5,7.5,10.0,15.0,22.5,22.5,20.0,Unemployment,2.5
2017-557-2015-2,2015,2017,2,557,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,60.0,25.0,Unemployment,2.5
2017-559-2015-2,2015,2017,2,559,1.0,0.0,0.0,0.0,2.0,5.0,13.0,15.0,25.0,30.0,10.0,Unemployment,2.5
2017-560-2015-2,2015,2017,2,560,2.0,0.0,0.0,0.0,0.0,5.0,20.0,25.0,40.0,10.0,0.0,Unemployment,2.5
2017-563-2015-2,2015,2017,2,563,2.0,0.68,6.36,10.16,16.84,21.28,21.16,12.84,7.04,3.2,0.44,Unemployment,2.5
2017-568-2015-2,2015,2017,2,568,2.0,0.0,0.0,0.0,5.0,15.0,15.0,20.0,22.0,23.0,0.0,Unemployment,2.5
2017-569-2015-2,2015,2017,2,569,1.0,,,,,,,,,,,Unemployment,2.5
2017-570-2015-2,2015,2017,2,570,2.0,0.0,0.0,0.0,0.0,2.0,7.0,16.0,25.0,41.0,9.0,Unemployment,2.5
2017-572-2015-2,2015,2017,2,572,1.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,37.0,40.0,10.0,Unemployment,2.5
2017-574-2015-2,2015,2017,2,574,2.0,0.0,0.0,2.0,4.0,9.0,15.0,20.0,30.0,15.0,5.0,Unemployment,2.5
2017-575-2015-2,2015,2017,2,575,2.0,0.0,0.7,3.1,4.5,12.7,39.2,35.3,3.9,0.5,0.1,Unemployment,2.5
2017-576-2015-2,2015,2017,2,576,2.0,0.0,1.0,2.0,4.0,9.0,14.0,17.0,21.0,24.0,8.0,Unemployment,2.5
2017-577-2015-2,2015,2017,2,577,2.0,,,,,,,,,,,Unemployment,2.5
2017-578-2015-2,2015,2017,2,578,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,30.0,0.0,Unemployment,2.5
2017-579-2015-2,2015,2017,2,579,1.0,,,,,,,,,,,Unemployment,2.5
2017-580-2015-2,2015,2017,2,580,1.0,,,,,,,,,,,Unemployment,2.5
2017-581-2015-2,2015,2017,2,581,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,20.0,Unemployment,2.5
2017-411-2015-3,2015,2017,3,411,2.0,,,,,,,,,,,Unemployment,2.25
2017-421-2015-3,2015,2017,3,421,2.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,35.0,45.0,5.0,Unemployment,2.25
2017-422-2015-3,2015,2017,3,422,1.0,,,,,,,,,,,Unemployment,2.25
2017-424-2015-3,2015,2017,3,424,1.0,,,,,,,,,,,Unemployment,2.25
2017-426-2015-3,2015,2017,3,426,2.0,0.0,0.0,0.0,0.0,0.0,15.0,35.0,35.0,15.0,0.0,Unemployment,2.25
2017-428-2015-3,2015,2017,3,428,2.0,3.0,4.0,5.0,6.0,7.0,8.0,10.0,22.0,35.0,0.0,Unemployment,2.25
2017-433-2015-3,2015,2017,3,433,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,65.0,0.0,Unemployment,2.25
2017-456-2015-3,2015,2017,3,456,1.0,,,,,,,,,,,Unemployment,2.25
2017-463-2015-3,2015,2017,3,463,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,30.0,50.0,5.0,Unemployment,2.25
2017-484-2015-3,2015,2017,3,484,2.0,,,,,,,,,,,Unemployment,2.25
2017-504-2015-3,2015,2017,3,504,1.0,0.0,0.0,0.0,0.0,2.0,7.0,25.0,45.0,20.0,1.0,Unemployment,2.25
2017-506-2015-3,2015,2017,3,506,2.0,5.0,5.0,5.0,5.0,5.0,5.0,30.0,30.0,10.0,0.0,Unemployment,2.25
2017-508-2015-3,2015,2017,3,508,2.0,0.0,0.0,2.0,3.0,5.0,5.0,30.0,30.0,20.0,5.0,Unemployment,2.25
2017-510-2015-3,2015,2017,3,510,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,30.0,Unemployment,2.25
2017-512-2015-3,2015,2017,3,512,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,40.0,5.0,5.0,Unemployment,2.25
2017-518-2015-3,2015,2017,3,518,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,50.0,25.0,0.0,Unemployment,2.25
2017-520-2015-3,2015,2017,3,520,2.0,,,,,,,,,,,Unemployment,2.25
2017-527-2015-3,2015,2017,3,527,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,80.0,0.0,Unemployment,2.25
2017-528-2015-3,2015,2017,3,528,1.0,,,,,,,,,,,Unemployment,2.25
2017-533-2015-3,2015,2017,3,533,1.0,0.0,0.0,0.0,0.0,5.0,10.0,15.0,50.0,15.0,5.0,Unemployment,2.25
2017-535-2015-3,2015,2017,3,535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,80.0,3.0,Unemployment,2.25
2017-542-2015-3,2015,2017,3,542,1.0,,,,,,,,,,,Unemployment,2.25
2017-546-2015-3,2015,2017,3,546,1.0,,,,,,,,,,,Unemployment,2.25
2017-548-2015-3,2015,2017,3,548,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,75.0,20.0,0.0,Unemployment,2.25
2017-549-2015-3,2015,2017,3,549,1.0,,,,,,,,,,,Unemployment,2.25
2017-553-2015-3,2015,2017,3,553,2.0,0.0,0.0,0.0,1.0,3.0,7.0,15.0,50.0,20.0,4.0,Unemployment,2.25
2017-555-2015-3,2015,2017,3,555,1.0,0.0,0.0,0.0,0.0,0.0,10.0,60.0,30.0,0.0,0.0,Unemployment,2.25
2017-557-2015-3,2015,2017,3,557,1.0,0.0,0.0003,0.0052,0.0632,0.4962,2.5325,8.4096,18.1832,49.1243,21.1855,Unemployment,2.25
2017-559-2015-3,2015,2017,3,559,1.0,0.0,0.0,0.0,1.0,4.0,10.0,17.0,28.0,30.0,10.0,Unemployment,2.25
2017-560-2015-3,2015,2017,3,560,2.0,0.0,0.0,0.0,0.0,5.0,20.0,25.0,40.0,10.0,0.0,Unemployment,2.25
2017-563-2015-3,2015,2017,3,563,2.0,0.2,3.4,4.52,9.84,16.64,23.96,21.12,12.68,7.08,0.56,Unemployment,2.25
2017-568-2015-3,2015,2017,3,568,2.0,0.0,0.0,0.0,5.0,15.0,15.0,20.0,22.0,23.0,0.0,Unemployment,2.25
2017-569-2015-3,2015,2017,3,569,1.0,,,,,,,,,,,Unemployment,2.25
2017-570-2015-3,2015,2017,3,570,2.0,0.0,0.0,0.0,0.0,1.0,5.0,14.0,24.0,44.0,12.0,Unemployment,2.25
2017-572-2015-3,2015,2017,3,572,1.0,0.0,0.0,0.0,0.0,1.0,2.0,10.0,37.0,40.0,10.0,Unemployment,2.25
2017-574-2015-3,2015,2017,3,574,2.0,0.0,0.0,2.0,4.0,9.0,15.0,20.0,30.0,15.0,5.0,Unemployment,2.25
